probe	d0-d1.result	d0-d14.result	d0-d21.result	d0-d28.result	d0-d3.result	d0-d6.result	d1-d14.result	d1-d21.result	d1-d28.result	d1-d3.result	d1-d6.result	d21-d14.result	d28-d14.result	d28-d21.result	d3-d14.result	d3-d21.result	d3-d28.result	d3-d6.result	d6-d14.result	d6-d21.result	d6-d28.result
6550369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550376	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0
6550382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550470	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550477	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	1	1	0	0	0	1
6550494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6550768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560093	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
6560100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560131	0	0	1	1	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	1
6560136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560301	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0
6560307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560328	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560707	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6560747	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1
6580008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580255	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
6580273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580309	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1
6580328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580358	0	2	2	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	2	0	0
6580364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580379	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580707	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6580709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6580753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590239	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
6590242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6590253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
